"fileName","modelIsValidBPMN","applicationDomain","modelTNT","modelTNCS","modelTNA","modelTNDO","modelTNG","modelTNEE","modelTNIE","modelTNSE","modelTNE","modelTNSF","modelNP","modelNL","modelCLA","modelCLP","modelPDOPin","modelPDOPout","modelPDOTOut","modelPLT","tapeGU","tapeALU","tapeRLU","tapeLUB","tapeAvgLUB","tapeDI","tapeDD","tapeAvgDI","tapeAvgDD","tapeMI","tapeMD","tapeAvgMI","tapeAvgMD","tapeExecutionTimeMs","endEventRequiredErrors","startEventRequiredErrors","fakeJoinErrors","noDisconnectedErrors","superfluousGatewayErrors","subProcessBlankStartEventErrors","noGatewayJoinForkErrors","noImplicitSplitErrors","noInclusiveGatewayErrors","conditionalFlowErrors"
"01638.bpmn","true","","16","0","16","0","6","3","0","0","1","26","1","3","0.6153846153846154","6","0","0","0","0.1875","182","182","1","0","0","0","0","0","0","1","1","1","1","19.241957999998704","0","0","2","0","0","0","0","0","0","0"
"01639.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","34.907168000005186","0","0","4","0","0","0","0","0","0","5"
"01640.bpmn","false","","5","0","5","3","2","1","2","2","2","12","1","3","0.4166666666666667","0","0","1","0.6","0.6","0","0","","","0","","","0","0","","","0","0","12.316225999966264","0","0","2","0","0","0","0","0","0","0"
"01641.bpmn","false","","11","0","11","0","7","1","0","0","1","19","0","0","0.5789473684210527","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","13.46456599998055","0","0","0","0","0","0","0","0","0","0"
"01642.bpmn","false","","4","0","4","0","1","2","0","0","1","7","1","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","9.527164999977686","0","0","0","0","0","0","0","0","0","0"
"01643.bpmn","false","","32","0","32","1","1","1","0","0","1","40","1","9","0.8","0","0","1","0.03125","0.28125","0","0","","","0","","","0","0","","","0","0","26.758062999986578","0","0","5","0","0","0","0","5","0","0"
"01644.bpmn","false","","9","0","10","0","2","2","0","0","2","17","1","2","0.5882352941176471","0","0","0","0","0.2","0","0","","","0","","","0","0","","","0","0","11.58915099996375","0","0","2","0","0","0","0","0","0","0"
"01645.bpmn","false","","9","0","10","0","2","2","0","0","2","17","1","2","0.5882352941176471","0","0","0","0","0.2","0","0","","","0","","","0","0","","","0","0","11.144897999998648","0","0","2","0","0","0","0","0","0","0"
"01646.bpmn","false","","6","0","6","0","1","0","0","0","1","9","3","0","0.6666666666666666","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","6.9634230000083335","3","2","0","0","0","0","0","0","0","0"
"01647.bpmn","false","","15","0","15","0","1","2","0","0","1","14","5","1","1.0714285714285714","1.4","0","0","0","0.06666666666666667","0","0","","","0","","","0","0","","","0","0","15.130070000013802","3","4","0","1","0","0","0","0","0","0"
"01648.bpmn","false","","6","0","6","0","1","2","0","0","1","6","2","2","1","1","0","0","0","0.3333333333333333","0","0","","","0","","","0","0","","","0","0","7.2772750000003725","1","1","0","0","0","0","0","0","0","0"
"01649.bpmn","false","","2","0","15","0","1","2","0","0","1","17","2","3","0.8823529411764706","2","0","0","0","0.2","77","38.5","0.8181818181818182,0.18181818181818182","0.31818181818181823,-0.3181818181818182","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","20.989483000012115","0","1","0","1","0","0","0","0","0","0"
"01650.bpmn","false","","0","0","13","0","1","2","0","0","1","15","2","3","0.8666666666666667","2","0","0","0","0.23076923076923078","59","29.5","0.7627118644067796,0.23728813559322035","0.2627118644067796,-0.2627118644067796","0","0,0","0,0","0","0","1,1","1,1","1","1","13.109825999999885","0","1","0","0","0","0","0","0","0","0"
"01651.bpmn","false","","20","0","20","2","0","0","0","0","0","30","0","0","0.6666666666666666","0","0","1","0.1","0","0","0","","","0","","","0","0","","","0","0","17.75351700000465","1","1","12","0","0","0","0","4","0","0"
"01652.bpmn","false","","4","0","7","2","2","1","0","0","1","11","2","0","0.6363636363636364","0","0.5","0.5","0.25","0","0","0","","","0","","","0","0","","","0","0","10.918181999993976","1","1","0","1","0","0","0","0","0","0"
"01653.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","23.00572600000305","0","0","3","0","0","0","0","0","0","0"
"01654.bpmn","false","","20","0","20","3","0","0","0","0","0","30","0","0","0.6666666666666666","0","0","1","0.15","0","0","0","","","0","","","0","0","","","0","0","25.28711499995552","1","1","12","0","0","0","0","5","0","0"
"01655.bpmn","false","","13","0","13","0","0","0","0","0","0","13","0","0","1","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","9.598286000022199","1","1","1","1","0","0","0","1","0","0"
"01656.bpmn","false","","20","0","20","3","0","0","0","0","0","30","0","0","0.6666666666666666","0","0","1","0.15","0","0","0","","","0","","","0","0","","","0","0","18.78747999999905","1","1","11","0","0","0","0","5","0","0"
"01657.bpmn","false","","10","0","10","0","1","1","1","1","1","15","1","4","0.6666666666666666","0","0","0","0","0.4","0","0","","","0","","","0","0","","","0","0","18.13155699998606","0","0","2","0","0","0","0","2","0","0"
"01658.bpmn","false","","5","0","9","0","1","1","0","0","1","15","2","0","0.6","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","10.902959999977611","1","1","3","0","0","0","0","3","0","0"
"01659.bpmn","false","","9","0","9","0","3","2","1","1","1","16","2","0","0.5625","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","13.074512999970466","1","1","1","0","0","0","0","0","0","0"
"01660.bpmn","false","","6","0","6","21","0","1","0","0","1","7","3","2","0.8571428571428571","0","0.5238095238095238","0.47619047619047616","1.6666666666666667","0.3333333333333333","0","0","","","0","","","0","0","","","0","0","20.971088999998756","2","2","0","0","0","0","0","0","0","0"
"01661.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","17.42501900001662","0","0","1","0","0","0","1","0","0","0"
"01662.bpmn","false","","2","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","1.439773999969475","1","1","0","1","0","0","0","0","0","0"
"01663.bpmn","false","","9","0","9","1","3","1","4","4","1","20","4","0","0.45","0","0","1","0.1111111111111111","0","0","0","","","0","","","0","0","","","0","0","17.23112700000638","3","3","1","0","0","0","0","0","0","0"
"01664.bpmn","true","Customer Service","14","0","14","0","4","3","1","1","3","26","3","5","0.5384615384615384","1","0","0","0","0.35714285714285715","202","67.33333333333333","0.6386138613861386,0.2623762376237624,0.09900990099009901","0.3052805280528053,-0.07095709570957093,-0.2343234323432343","0.000000000000000027755575615628914","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","28.677503999962937","0","0","3","0","0","0","0","0","0","0"
"01665.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","17.722422000020742","0","0","1","0","0","0","1","0","0","0"
"01666.bpmn","false","","13","0","14","0","2","2","0","0","2","17","1","4","0.8235294117647058","0","0","0","0","0.2857142857142857","0","0","","","0","","","0","0","","","0","0","21.38357399997767","0","0","2","4","0","0","0","0","0","0"
"01667.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","25.847746000043117","0","0","3","0","0","0","0","0","0","0"
"01668.bpmn","false","","9","2","11","6","3","0","2","2","1","16","4","0","0.6875","1","0","1","0.6666666666666666","0","0","0","","","0","","","0","0","","","0","0","26.646738999988884","7","6","0","0","1","0","0","0","1","0"
"01669.bpmn","false","","20","0","20","3","0","0","0","0","0","29","0","0","0.6896551724137931","0","0","1","0.15","0","0","0","","","0","","","0","0","","","0","0","18.046938000014052","1","1","10","0","0","0","0","5","0","0"
"01670.bpmn","false","","20","0","20","1","0","0","0","0","0","30","0","0","0.6666666666666666","0","0","1","0.05","0","0","0","","","0","","","0","0","","","0","0","24.38066499994602","1","1","11","0","0","0","0","4","0","0"
"01671.bpmn","false","","20","0","20","1","0","0","0","0","0","23","0","0","0.8695652173913043","0","0","1","0.05","0","0","0","","","0","","","0","0","","","0","0","15.205212000000756","1","1","11","0","0","0","0","4","0","0"
"01672.bpmn","false","","8","0","8","0","0","0","0","0","0","12","0","0","0.6666666666666666","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","15.63400699995691","1","1","4","0","0","0","0","4","0","0"
"01673.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","15.369376000016928","0","0","0","0","0","0","0","0","0","0"
"01674.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","39.69174999999814","0","0","3","0","0","0","0","0","0","0"
"01675.bpmn","false","","0","0","1","3","3","2","3","3","2","4","0","2","0.25","0","0.6666666666666666","0.3333333333333333","0","2","0","0","","","0","","","0","0","","","0","0","30.75645499996608","0","0","0","5","1","0","0","1","0","0"
"01676.bpmn","false","","21","0","21","0","2","1","0","0","1","29","1","3","0.7241379310344828","0","0","0","0","0.14285714285714285","0","0","","","0","","","0","0","","","0","0","19.81773800001247","0","0","3","0","0","0","1","2","0","0"
"01677.bpmn","true","Gastronomy","9","0","9","0","2","2","3","3","2","17","2","3","0.5294117647058824","3","0","0","0","0.3333333333333333","117","58.5","0.5384615384615384,0.46153846153846156","0.038461538461538436,-0.038461538461538436","0","0,0","0,0","0","0","1,1","1,1","1","1","30.739360000006855","0","0","1","0","0","0","0","0","0","0"
"01678.bpmn","true","","9","0","9","0","2","2","3","3","2","17","2","3","0.5294117647058824","3","0","0","0","0.3333333333333333","117","58.5","0.5384615384615384,0.46153846153846156","0.038461538461538436,-0.038461538461538436","0","0,0","0,0","0","0","1,1","1,1","1","1","14.711438000027556","0","0","1","0","0","0","0","0","0","0"
"01679.bpmn","false","","6","0","6","3","2","1","2","2","2","13","0","2","0.46153846153846156","0","0","1","0.5","0.3333333333333333","0","0","","","0","","","0","0","","","0","0","12.770112999947742","0","0","2","0","0","0","0","1","0","0"
"01680.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","35.58652000001166","0","0","4","0","0","0","0","0","0","5"
"01681.bpmn","false","","5","0","5","0","4","1","0","0","1","13","0","0","0.38461538461538464","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","8.246734000043944","0","0","0","0","0","0","0","0","0","0"
"01682.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","17.221852999995463","0","0","1","0","0","0","1","0","0","0"
"01683.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","26.523709999979474","0","0","3","0","0","0","0","0","0","0"
"01684.bpmn","false","","6","0","6","0","1","2","0","0","1","9","1","0","0.6666666666666666","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","8.670620999997482","0","0","0","0","0","0","0","0","0","0"
"01685.bpmn","false","","3","0","3","0","0","1","0","0","1","4","0","0","0.75","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","3.614968999987468","0","0","0","0","0","0","0","0","0","0"
"01686.bpmn","true","","6","0","6","3","1","1","0","0","1","9","1","2","0.6666666666666666","0","0","1","0.5","0.3333333333333333","0","0","","","0","","","0","0","","","0","0","9.363991999998689","0","0","1","0","0","0","0","0","0","0"
"01687.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","26.250735000008717","0","0","3","0","0","0","0","0","0","0"
"01688.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","28.824932000017725","0","0","4","0","0","0","0","0","0","5"
"01689.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","6.004920000035781","0","0","0","0","0","0","0","0","0","0"
"01690.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","28.247154999990016","0","0","3","0","0","0","0","0","0","0"
"01691.bpmn","false","","21","0","21","0","2","1","0","0","1","29","1","3","0.7241379310344828","0","0","0","0","0.14285714285714285","0","0","","","0","","","0","0","","","0","0","20.309473000001162","0","0","3","0","0","0","1","2","0","0"
"01692.bpmn","true","","5","0","5","1","1","1","0","0","1","8","1","2","0.625","0","0","1","0.2","0.4","0","0","","","0","","","0","0","","","0","0","6.035910000035074","0","0","2","0","0","0","0","0","0","0"
"01693.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","10.233125999977347","0","0","0","0","0","0","0","0","0","0"
"01694.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","22.125408000021707","0","0","3","0","0","0","0","0","0","0"
"01695.bpmn","false","","14","0","14","0","2","0","0","0","4","18","0","0","0.7777777777777778","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","13.48348100000294","1","0","2","1","0","0","0","0","0","0"
